,A,B,C,D
90514,0,0,0,0
90515,0,1,1,1
90516,0,1,0,1
90517,0,1,1,1
90518,1,0,0,1
90519,0,1,0,0
90520,1,0,1,1
90521,0,0,0,0
90522,1,0,0,1
90523,1,0,0,1
90524,1,1,1,1
90525,0,1,1,1
90526,1,1,0,0
90527,0,1,1,1
90528,0,1,0,0
90529,0,0,1,1
90530,0,1,1,1
90531,0,0,1,1
90532,1,1,0,0
90533,1,1,1,1
90534,1,0,0,0
90535,1,0,1,1
90536,1,1,1,1
90537,1,0,0,1
90538,1,0,0,1
90539,0,1,0,0
90540,0,0,0,0
90541,0,1,0,1
90542,0,0,0,0
90543,1,1,0,1
90544,1,1,1,1
90545,0,1,1,0
90546,1,0,0,0
90547,1,1,1,1
90548,1,0,0,1
90549,1,1,1,1
90550,0,0,0,0
90551,0,0,1,1
90552,1,0,1,1
90553,1,0,1,1
90554,0,1,0,1
90555,1,1,0,1
90556,0,1,1,1
90557,1,0,0,1
90558,0,0,0,0
90559,0,0,1,1
90560,0,0,0,1
90561,0,1,1,1
90562,1,0,0,1
90563,0,0,0,1
90564,1,1,0,1
90565,1,1,0,1
90566,0,1,0,0
90567,0,1,1,1
90568,1,0,1,1
90569,0,0,0,1
90570,0,0,1,1
90571,0,1,0,1
90572,0,1,0,1
90573,0,0,1,1
90574,1,0,0,0
90575,1,1,1,1
90576,1,0,0,1
90577,0,1,0,1
90578,1,1,0,1
90579,1,1,1,1
90580,0,1,1,1
90581,0,0,0,0
90582,0,1,0,0
90583,1,1,0,1
90584,1,0,1,1
90585,0,0,0,0
90586,0,0,1,1
90587,0,0,0,1
90588,1,0,0,0
90589,0,1,1,1
90590,1,0,1,1
90591,1,1,0,1
90592,1,0,1,1
90593,1,0,0,1
90594,0,0,0,1
90595,1,0,1,1
90596,0,0,1,1
90597,1,0,0,1
90598,1,1,1,0
90599,1,1,0,1
90600,1,0,1,1
90601,0,1,0,0
90602,1,0,0,0
90603,0,1,0,1
90604,1,0,1,1
90605,0,1,1,1
90606,0,1,0,0
90607,0,1,0,0
90608,0,0,0,1
90609,0,1,1,1
90610,1,0,1,1
90611,0,1,0,1
90612,0,0,0,0
90613,0,1,0,0
90614,1,1,0,1
90615,1,0,1,1
90616,1,0,0,1
90617,1,0,1,1
90618,0,0,1,0
90619,1,0,1,1
90620,1,1,0,0
90621,1,0,0,1
90622,0,1,0,0
90623,0,1,1,1
90624,0,1,0,1
90625,1,0,1,1
90626,1,1,1,1
90627,1,0,1,1
90628,0,0,0,0
90629,1,1,1,1
90630,0,0,1,1
90631,1,0,0,0
90632,0,0,1,1
90633,0,1,1,1
90634,1,1,1,1
90635,0,0,1,1
90636,1,1,0,0
90637,0,1,0,0
90638,1,1,1,1
90639,0,0,1,0
90640,0,0,1,0
90641,0,0,0,0
90642,0,0,0,1
90643,0,1,1,1
90644,1,0,1,1
90645,0,0,0,1
90646,0,1,1,1
90647,0,0,0,1
90648,0,0,0,0
90649,0,0,1,1
90650,1,1,1,1
90651,0,0,1,1
90652,0,1,0,1
90653,1,1,1,1
90654,0,0,1,1
90655,1,0,0,1
90656,1,0,1,1
90657,0,0,1,0
90658,0,0,0,0
90659,1,1,0,1
90660,1,0,0,1
90661,1,0,0,1
90662,0,1,1,1
90663,0,1,0,1
90664,1,0,1,1
90665,1,1,1,1
90666,0,0,1,1
90667,1,1,1,1
90668,1,1,1,1
90669,1,0,0,1
90670,1,0,1,1
90671,0,1,1,1
90672,1,0,1,1
90673,1,1,0,0
90674,1,0,0,0
90675,1,1,1,1
90676,0,0,1,1
90677,1,0,0,0
90678,0,1,1,1
90679,0,1,1,1
90680,1,1,0,1
90681,0,1,1,1
90682,0,0,0,1
90683,1,1,1,1
90684,1,1,1,1
90685,1,0,0,1
90686,0,1,0,1
90687,0,1,0,1
90688,1,1,1,1
90689,1,1,1,1
90690,0,0,0,0
90691,1,1,0,0
90692,0,0,1,1
90693,0,0,0,1
90694,1,1,1,1
90695,1,0,0,1
90696,1,0,0,1
90697,1,1,1,1
90698,0,1,1,1
90699,1,1,0,1
90700,1,0,1,1
90701,1,1,1,1
90702,0,0,1,1
90703,0,1,0,1
90704,0,0,1,0
90705,0,1,1,1
90706,1,1,0,0
90707,0,0,0,1
90708,1,1,1,1
90709,0,0,0,0
90710,1,0,1,1
90711,0,0,1,1
90712,0,1,1,1
90713,0,1,0,1
90714,1,0,1,1
90715,1,1,1,1
90716,0,0,1,1
90717,1,1,0,0
90718,1,0,0,1
90719,0,0,0,0
90720,0,1,0,1
90721,0,1,1,1
90722,1,0,1,1
90723,0,1,1,1
90724,0,1,1,1
90725,1,0,1,1
90726,0,0,0,0
90727,0,1,1,0
90728,0,1,1,1
90729,1,0,0,1
90730,1,0,0,1
90731,0,0,0,1
90732,1,0,1,1
90733,1,0,0,1
90734,0,1,0,1
90735,0,0,1,1
90736,1,0,1,1
90737,1,0,0,1
90738,1,0,1,1
90739,0,1,0,1
90740,1,0,1,1
90741,1,0,1,1
90742,1,0,1,1
90743,0,0,1,0
90744,1,0,0,1
90745,1,0,0,0
90746,0,0,0,0
90747,1,0,1,1
90748,1,0,0,1
90749,0,0,0,0
90750,1,0,1,1
90751,1,1,1,1
90752,1,0,1,1
90753,1,1,0,0
90754,0,0,1,1
90755,1,0,0,0
90756,1,0,1,1
90757,1,0,0,0
90758,1,1,1,1
90759,1,1,1,1
90760,0,0,0,0
90761,0,0,0,0
90762,1,0,1,1
90763,1,1,1,1
90764,0,0,0,1
90765,1,0,1,1
90766,0,1,1,1
90767,0,1,0,1
90768,0,1,0,1
90769,1,1,0,1
90770,0,0,0,1
90771,0,0,0,0
90772,1,0,1,1
90773,0,0,0,1
90774,0,0,1,1
90775,0,1,1,1
90776,0,0,0,0
90777,0,0,0,1
90778,0,1,0,1
90779,1,0,1,1
90780,0,0,1,1
90781,1,0,0,1
90782,1,1,0,1
90783,1,0,1,1
90784,0,0,1,1
90785,1,0,0,0
90786,1,0,1,1
90787,1,1,1,1
90788,1,0,1,1
90789,0,1,1,1
90790,1,1,0,0
90791,1,0,0,0
90792,1,1,1,1
90793,0,1,1,1
90794,0,1,1,1
90795,0,1,0,0
90796,0,0,0,0
90797,0,1,1,1
90798,0,1,0,0
90799,1,1,0,1
90800,0,1,0,0
90801,1,1,0,1
90802,0,0,0,1
90803,1,1,1,1
90804,1,1,0,1
90805,0,0,0,1
90806,0,0,0,1
90807,1,1,0,1
90808,1,1,1,1
90809,1,1,1,1
90810,0,0,1,1
90811,0,1,1,1
90812,0,1,0,1
90813,1,0,0,1
90814,1,1,0,1
90815,0,1,1,1
90816,1,0,1,1
90817,1,1,1,1
90818,1,0,0,1
90819,0,1,1,1
90820,1,1,0,1
90821,0,1,1,1
90822,0,0,1,1
90823,1,0,1,1
90824,0,0,1,1
90825,1,0,0,0
90826,1,1,1,1
90827,0,1,1,1
90828,0,1,0,0
90829,0,1,1,1
90830,1,0,0,1
90831,1,0,0,0
90832,0,0,1,1
90833,1,1,0,1
90834,0,1,0,0
90835,0,0,1,1
90836,0,0,1,1
90837,1,1,1,1
90838,1,1,0,1
90839,0,1,0,1
90840,1,1,0,0
90841,0,0,0,0
90842,0,1,0,1
90843,0,1,0,0
90844,0,1,0,0
90845,1,1,1,1
90846,1,1,0,0
90847,0,0,0,1
90848,1,0,1,1
90849,0,1,1,1
90850,1,0,0,0
90851,1,0,1,1
90852,1,0,0,0
90853,1,1,0,1
90854,0,0,1,1
90855,0,1,1,1
90856,0,0,0,0
90857,1,1,1,1
90858,1,1,0,0
90859,0,1,1,1
90860,0,0,0,1
90861,0,0,0,1
90862,1,1,0,1
90863,0,0,1,1
90864,1,0,0,1
90865,0,0,1,1
90866,0,1,1,0
90867,1,0,1,1
90868,1,0,0,0
90869,0,1,1,1
90870,0,1,1,1
90871,1,1,0,0
90872,0,1,0,1
90873,0,0,1,1
90874,1,0,0,1
90875,0,1,1,1
90876,0,1,0,0
90877,0,0,1,1
90878,0,0,0,0
90879,0,1,0,0
90880,1,0,0,1
90881,0,0,0,1
90882,0,0,1,1
90883,1,1,0,1
90884,1,0,1,1
90885,0,1,0,1
90886,0,0,1,1
90887,0,1,1,0
90888,0,0,0,1
90889,0,1,0,1
90890,0,0,0,0
90891,0,0,1,1
90892,1,1,0,0
90893,1,1,1,1
90894,0,1,1,1
90895,0,1,0,1
90896,1,0,1,1
90897,0,0,1,0
90898,0,0,0,1
90899,1,1,1,1
90900,1,1,1,1
90901,0,0,1,1
90902,1,1,1,1
90903,1,1,1,1
90904,1,0,0,1
90905,1,0,1,1
90906,0,0,1,0
90907,0,1,1,1
90908,1,1,0,1
90909,0,0,1,0
90910,0,1,0,1
90911,0,1,1,1
90912,1,1,0,1
90913,1,0,1,1
90914,0,0,1,0
90915,1,0,1,1
90916,1,1,0,1
90917,1,0,0,1
90918,0,0,0,1
90919,1,0,0,0
90920,0,0,0,1
90921,1,0,1,1
90922,1,1,0,1
90923,1,1,1,1
90924,1,1,0,0
90925,1,1,0,0
90926,1,0,0,1
90927,0,0,0,0
90928,1,1,0,1
90929,0,0,1,0
90930,1,0,0,1
90931,0,0,1,1
90932,0,0,0,1
90933,1,1,1,1
90934,0,1,0,0
90935,0,1,0,1
90936,1,1,1,1
90937,0,0,0,0
90938,1,1,1,1
90939,0,1,0,0
90940,0,0,0,0
90941,0,1,1,1
90942,1,1,1,1
90943,0,1,1,1
90944,1,1,0,1
90945,0,0,0,1
90946,1,1,1,1
90947,1,1,0,0
90948,1,1,1,1
90949,0,1,0,1
90950,0,0,1,1
90951,0,1,0,1
90952,0,0,1,1
90953,1,0,1,1
90954,1,1,1,1
90955,0,1,0,1
90956,0,1,0,0
90957,0,0,0,0
90958,0,1,1,1
90959,1,1,0,0
90960,0,1,1,0
90961,1,1,0,1
90962,1,1,0,1
90963,1,0,1,1
90964,1,0,1,1
90965,1,0,0,1
90966,1,0,1,0
90967,1,0,1,1
90968,0,1,1,0
90969,0,0,0,1
90970,1,1,0,1
90971,0,1,0,1
90972,1,0,0,1
90973,1,0,1,1
90974,1,1,0,0
90975,1,0,1,1
90976,1,0,1,1
90977,1,1,1,1
90978,1,1,1,0
90979,0,0,0,0
90980,0,0,1,1
90981,1,1,1,1
90982,0,1,0,1
90983,1,1,1,1
90984,0,1,1,1
90985,0,0,1,1
90986,1,1,0,1
90987,0,0,0,1
90988,1,0,0,0
90989,0,0,0,0
90990,0,1,1,1
90991,0,0,0,0
90992,0,0,1,1
90993,1,0,0,1
90994,1,1,0,0
90995,1,1,1,1
90996,0,1,1,1
90997,1,0,0,1
90998,1,1,0,1
90999,0,1,1,0
91000,0,0,1,1
91001,1,0,0,1
91002,0,1,1,1
91003,0,1,0,0
91004,0,0,1,1
91005,0,0,0,1
91006,0,1,0,1
91007,1,1,0,1
91008,0,0,0,0
91009,0,1,1,1
91010,0,1,0,0
91011,1,0,1,1
91012,1,1,1,1
91013,1,0,0,1
91014,1,1,1,1
91015,0,0,0,0
91016,1,1,1,1
91017,1,1,0,1
91018,0,1,0,0
91019,0,1,0,0
91020,0,1,1,1
91021,0,1,1,1
91022,0,0,0,0
91023,0,0,0,0
91024,0,0,1,1
91025,0,0,1,1
91026,0,0,1,1
91027,1,0,0,0
91028,0,0,1,1
91029,1,0,1,1
91030,0,1,1,1
91031,0,0,1,1
91032,1,0,1,1
91033,0,1,1,1
91034,1,1,0,1
91035,1,0,0,0
91036,1,0,1,1
91037,1,1,1,1
91038,0,1,0,1
91039,1,1,1,1
91040,1,1,0,1
91041,1,0,1,1
91042,0,0,0,0
91043,1,1,1,0
91044,1,0,0,0
91045,1,0,1,1
91046,1,1,0,0
91047,1,1,1,1
91048,0,1,0,1
91049,0,0,0,0
91050,0,0,0,0
91051,0,0,1,1
91052,1,1,0,1
91053,1,0,1,1
91054,0,1,0,1
91055,1,1,0,1
91056,0,1,1,1
91057,1,0,1,1
91058,1,1,1,1
91059,1,0,1,1
91060,1,1,0,1
91061,0,1,1,1
91062,0,0,1,1
91063,1,0,0,0
91064,1,0,1,1
91065,0,1,1,1
91066,1,0,0,1
91067,0,1,1,1
91068,1,0,0,1
91069,1,0,1,1
91070,1,1,1,0
91071,1,0,0,0
91072,1,0,1,1
91073,1,0,1,1
91074,0,0,0,1
91075,1,1,0,1
91076,0,1,0,0
91077,0,0,1,1
91078,1,0,1,1
91079,0,0,0,0
91080,1,1,0,0
91081,0,0,0,1
91082,1,0,1,1
91083,0,0,1,1
91084,1,1,0,0
91085,1,0,0,0
91086,1,1,1,1
91087,0,0,1,1
91088,1,0,1,0
91089,0,1,0,0
91090,0,0,1,0
91091,1,0,0,1
91092,0,1,0,1
91093,1,1,1,1
91094,0,0,0,1
91095,0,1,1,1
91096,1,1,0,1
91097,0,1,0,0
91098,1,1,1,1
91099,0,1,0,0
91100,1,0,1,1
91101,0,1,0,1
91102,0,0,0,1
91103,0,1,1,1
91104,0,1,1,1
91105,1,0,0,0
91106,1,0,0,1
91107,1,0,0,0
91108,1,1,1,1
91109,1,0,1,1
91110,0,1,1,1
91111,0,1,1,1
91112,1,1,1,1
91113,1,1,1,1
91114,0,1,0,0
91115,1,0,1,1
91116,0,0,0,0
91117,0,1,0,1
91118,0,0,1,1
91119,1,1,1,1
91120,1,1,1,1
91121,1,1,1,1
91122,1,1,0,1
91123,1,0,0,0
91124,0,0,1,1
91125,0,1,1,1
91126,1,0,0,1
91127,0,1,1,1
91128,1,1,0,1
91129,1,0,1,1
91130,1,1,1,1
91131,1,0,1,1
91132,0,1,1,1
91133,1,1,1,1
91134,1,0,0,1
91135,0,1,1,0
91136,1,1,1,1
91137,0,0,1,1
91138,1,1,1,1
91139,1,0,1,1
91140,0,0,1,1
91141,0,0,0,1
91142,1,1,0,1
91143,1,0,1,0
91144,0,1,1,1
91145,1,1,0,0
91146,0,1,0,0
91147,1,1,1,1
91148,1,0,1,1
91149,1,0,0,1
91150,0,1,0,1
91151,0,1,0,1
91152,1,1,0,1
91153,0,1,1,1
91154,0,1,0,1
91155,1,0,1,1
91156,1,0,1,1
91157,0,1,0,1
91158,1,0,1,1
91159,1,0,1,1
91160,0,1,1,1
91161,1,0,0,1
91162,1,0,0,1
91163,1,0,1,1
91164,1,1,0,1
91165,1,0,0,1
91166,1,0,1,1
91167,1,1,1,1
91168,1,1,1,1
91169,1,0,0,0
91170,0,1,0,0
91171,0,1,0,0
91172,1,1,1,1
91173,0,1,1,1
91174,0,1,0,0
91175,1,0,1,1
91176,0,1,1,1
91177,1,0,0,1
91178,1,1,1,1
91179,0,0,0,0
91180,0,0,1,1
91181,0,1,0,0
91182,1,1,1,1
91183,1,1,1,1
91184,1,1,0,1
91185,0,1,1,1
91186,0,0,0,0
91187,0,0,1,1
91188,0,0,1,1
91189,0,1,1,1
91190,0,0,1,1
91191,1,1,0,1
91192,1,0,0,1
91193,0,0,1,1
91194,1,0,1,1
91195,1,0,0,1
91196,0,0,1,1
91197,1,1,1,1
91198,0,0,0,1
91199,0,0,1,1
91200,1,0,0,1
91201,0,0,0,0
91202,1,0,1,1
91203,0,1,0,1
91204,0,0,1,1
91205,1,0,1,1
91206,1,0,0,1
91207,1,1,0,0
91208,0,1,1,1
91209,0,1,0,0
91210,1,0,1,1
91211,0,1,0,0
91212,0,1,1,0
91213,0,0,0,1
91214,0,0,0,1
91215,0,0,0,0
91216,0,1,1,1
91217,1,1,1,1
91218,0,0,1,1
91219,1,0,1,1
91220,0,1,1,1
91221,0,0,1,1
91222,0,0,1,1
91223,1,1,0,0
91224,1,1,0,1
91225,0,1,0,1
91226,1,1,0,1
91227,1,0,0,1
91228,1,1,1,1
91229,0,1,1,1
91230,1,0,1,1
91231,0,0,0,0
91232,1,1,0,0
91233,0,0,0,1
91234,1,0,0,1
91235,0,0,1,1
91236,1,0,0,1
91237,1,1,0,0
91238,0,0,1,1
91239,1,0,0,1
91240,0,0,0,0
91241,0,0,0,0
91242,1,1,0,1
91243,1,0,1,1
91244,0,1,1,1
91245,1,1,1,1
91246,0,1,0,0
91247,0,1,0,1
91248,0,0,0,1
91249,1,0,1,1
91250,1,0,1,1
91251,1,1,1,1
91252,0,1,1,1
91253,0,0,1,1
91254,0,0,0,0
91255,1,0,1,1
91256,0,0,0,0
91257,1,1,0,1
91258,0,1,0,0
91259,1,1,0,1
91260,0,1,0,0
91261,0,0,0,0
91262,1,1,1,1
91263,1,0,0,1
91264,1,0,0,0
91265,0,1,1,1
91266,1,0,0,1
91267,0,0,0,1
91268,1,0,0,1
91269,1,0,0,1
91270,0,0,1,1
91271,0,1,0,0
91272,1,1,0,1
91273,1,0,1,1
91274,1,1,1,1
91275,1,1,1,1
91276,1,0,0,1
91277,0,0,0,0
91278,0,0,1,1
91279,0,1,1,1
91280,1,1,1,1
91281,0,0,1,1
91282,0,0,1,1
91283,0,0,1,1
91284,0,1,0,0
91285,1,0,0,1
91286,0,0,1,1
91287,0,1,0,1
91288,0,1,1,1
91289,1,0,1,1
91290,0,1,0,0
91291,0,1,1,1
91292,0,0,1,0
91293,1,1,0,1
91294,1,0,0,1
91295,1,0,1,1
91296,0,1,1,1
91297,1,1,0,0
91298,1,1,1,1
91299,1,1,0,1
91300,1,0,0,1
91301,1,1,1,1
91302,1,0,1,1
91303,0,1,0,1
91304,0,0,1,1
91305,0,0,1,1
91306,0,0,1,0
91307,0,0,1,1
91308,1,0,1,1
91309,0,0,1,1
91310,1,1,1,1
91311,1,0,0,1
91312,1,0,0,1
91313,0,0,0,1
91314,1,0,1,1
91315,0,0,1,1
91316,0,1,0,1
91317,0,0,0,0
91318,1,1,1,1
91319,0,0,0,0
91320,1,1,1,1
91321,1,1,1,1
91322,0,0,0,1
91323,0,0,0,0
91324,0,1,1,1
91325,1,0,0,1
91326,0,1,1,1
91327,0,1,1,1
91328,0,1,0,1
91329,0,1,1,1
91330,0,0,0,0
91331,0,0,0,1
91332,0,0,0,0
91333,0,1,1,1
91334,0,1,0,1
91335,0,1,1,1
91336,0,1,1,1
91337,0,1,1,1
91338,1,0,0,1
91339,1,1,1,1
91340,1,0,0,1
91341,0,0,1,1
91342,0,0,0,0
91343,1,1,0,1
91344,0,0,1,1
91345,1,0,1,1
91346,0,0,0,0
91347,0,0,0,0
91348,1,1,1,1
91349,0,0,1,1
91350,1,0,1,1
91351,1,0,0,1
91352,0,0,1,1
91353,1,0,0,0
91354,0,1,0,1
91355,1,1,0,1
91356,1,0,0,1
91357,1,1,0,0
91358,0,1,1,1
91359,1,0,1,1
91360,1,1,0,0
91361,1,0,0,0
91362,0,1,0,1
91363,0,0,1,0
91364,1,1,0,0
91365,1,0,1,1
91366,1,1,1,1
91367,0,0,1,1
91368,1,0,1,0
91369,1,0,0,1
91370,1,1,1,1
91371,0,0,0,0
91372,1,1,1,1
91373,0,1,1,1
91374,1,1,1,1
91375,0,1,0,0
91376,1,0,0,0
91377,1,1,1,1
91378,1,1,0,0
91379,1,0,1,1
91380,0,0,0,1
91381,0,1,0,1
91382,0,1,0,1
91383,1,0,1,1
91384,1,1,0,0
91385,0,0,0,0
91386,1,1,1,0
91387,0,0,0,0
91388,1,1,1,1
91389,0,0,1,1
91390,0,0,0,1
91391,0,1,1,1
91392,0,0,0,1
91393,1,1,1,1
91394,1,0,1,1
91395,0,1,0,0
91396,1,1,1,1
91397,1,1,0,0
91398,1,0,0,1
91399,0,1,1,1
91400,0,0,0,1
91401,1,1,0,1
91402,1,0,0,1
91403,1,0,0,1
91404,1,1,1,1
91405,1,0,0,1
91406,1,0,1,1
91407,1,1,0,0
91408,0,0,0,0
91409,1,1,1,1
91410,1,1,1,1
91411,0,0,1,1
91412,0,0,1,1
91413,0,1,1,1
91414,1,0,1,0
91415,0,0,0,1
91416,1,0,1,1
91417,0,1,0,1
91418,0,0,0,1
91419,0,1,0,1
91420,1,0,0,1
91421,1,0,1,1
91422,0,0,1,1
91423,1,0,1,1
91424,0,0,1,1
91425,1,0,1,1
91426,0,1,1,1
91427,1,0,0,1
91428,1,0,1,1
91429,0,1,1,0
91430,0,1,1,1
91431,1,1,1,1
91432,1,0,1,0
91433,1,0,1,0
91434,0,1,0,1
91435,0,1,0,0
91436,1,0,1,1
91437,0,0,0,1
91438,1,1,0,0
91439,0,1,1,1
91440,0,1,0,1
91441,1,1,0,1
91442,1,1,0,1
91443,1,0,0,0
91444,1,0,0,1
91445,1,1,1,1
91446,1,1,1,0
91447,1,0,1,1
91448,0,1,1,1
91449,0,0,0,0
91450,1,1,0,0
91451,1,1,0,1
91452,1,1,1,1
91453,1,0,0,1
91454,1,1,1,1
91455,0,0,0,1
91456,1,1,0,1
91457,0,0,0,1
91458,0,0,0,0
91459,0,0,0,1
91460,1,0,1,1
91461,1,1,0,0
91462,1,0,0,1
91463,1,1,0,1
91464,1,1,0,0
91465,1,0,1,1
91466,0,1,0,1
91467,1,1,1,1
91468,1,0,1,1
91469,1,1,1,1
91470,1,0,1,1
91471,1,1,0,1
91472,0,0,1,0
91473,0,1,0,1
91474,0,0,0,0
91475,1,0,0,1
91476,0,1,0,0
91477,1,1,1,1
91478,0,1,0,1
91479,1,0,1,1
91480,0,0,1,1
91481,0,0,0,0
91482,1,1,0,1
91483,0,0,0,0
91484,1,0,1,1
91485,1,1,0,1
91486,0,1,0,0
91487,0,1,1,1
91488,0,1,0,0
91489,0,1,1,1
91490,1,0,1,1
91491,1,0,1,1
91492,0,1,1,1
91493,1,0,1,1
91494,0,1,0,1
91495,1,0,1,1
91496,0,0,0,0
91497,1,1,0,1
91498,0,1,1,0
91499,0,1,0,1
91500,1,1,0,0
91501,1,1,0,0
91502,0,1,1,1
91503,1,0,0,1
91504,1,1,1,1
91505,0,0,0,0
91506,0,0,0,1
91507,0,0,1,1
91508,1,1,0,0
91509,0,1,0,1
91510,0,1,0,0
91511,1,0,1,1
91512,0,1,0,0
91513,1,1,0,0
91514,1,1,0,1
91515,0,1,1,1
91516,0,0,0,0
91517,0,0,1,1
91518,1,0,0,0
91519,0,0,0,1
91520,1,1,1,1
91521,1,0,0,1
91522,1,1,0,0
91523,1,0,0,0
91524,0,0,1,1
91525,1,0,0,1
91526,0,0,0,1
91527,1,0,1,1
91528,0,0,0,1
91529,0,0,1,1
91530,0,0,1,1
91531,1,0,1,1
91532,0,1,1,1
91533,0,1,0,1
91534,1,1,1,1
91535,0,1,1,1
91536,1,0,0,1
91537,0,1,0,1
91538,0,1,1,1
91539,0,0,0,0
91540,1,0,1,1
91541,0,0,1,1
91542,1,1,0,1
91543,1,0,1,0
91544,1,0,1,0
91545,1,0,1,1
91546,0,0,0,1
91547,1,0,1,1
91548,1,0,1,1
91549,0,0,1,0
91550,1,1,0,1
91551,0,0,0,1
91552,1,1,0,1
91553,1,1,1,1
91554,0,0,1,1
91555,1,1,0,1
91556,0,1,0,1
91557,1,0,0,1
91558,0,0,1,1
91559,0,0,0,1
91560,0,1,0,1
91561,0,1,0,0
91562,0,1,1,1
91563,1,0,0,1
91564,1,0,0,1
91565,0,0,1,1
91566,1,0,0,0
91567,1,0,1,1
91568,1,0,1,1
91569,1,1,0,1
91570,0,1,1,1
91571,0,1,1,1
91572,0,1,1,1
91573,1,1,1,1
91574,0,0,0,1
91575,1,1,1,1
91576,1,0,0,0
91577,0,0,1,1
91578,1,1,1,0
91579,1,0,0,0
91580,1,0,0,0
91581,1,1,0,1
91582,1,0,0,1
91583,0,1,1,1
91584,1,0,1,1
91585,1,1,0,0
91586,0,0,1,1
91587,1,1,1,1
91588,0,1,1,1
91589,1,0,0,1
91590,0,1,1,1
91591,0,1,1,1
91592,0,1,0,1
91593,1,0,1,1
91594,1,1,1,1
91595,0,0,0,0
91596,1,1,0,1
91597,1,1,0,1
91598,0,1,1,1
91599,0,0,0,1
91600,0,0,0,1
91601,0,0,1,1
91602,1,0,0,1
91603,1,0,1,1
91604,1,0,0,1
91605,0,0,0,1
91606,0,1,0,1
91607,0,0,0,0
91608,0,0,0,0
91609,1,1,1,0
91610,0,0,0,0
91611,0,0,0,1
91612,1,0,1,1
91613,1,0,1,1
91614,1,1,0,1
91615,1,1,0,1
91616,0,0,0,0
91617,1,1,0,1
91618,1,0,1,1
91619,0,0,1,1
91620,1,1,0,1
91621,1,1,0,1
91622,0,0,1,1
91623,0,0,1,1
91624,1,0,0,1
91625,1,0,0,1
91626,0,0,1,1
91627,0,1,1,1
91628,1,1,1,1
91629,1,0,0,1
91630,0,1,0,1
91631,1,1,1,1
91632,0,0,1,1
91633,1,0,1,1
91634,0,0,1,1
91635,0,0,1,1
91636,1,1,1,1
91637,1,1,0,1
91638,0,0,0,1
91639,0,0,0,1
91640,1,0,1,1
91641,1,0,1,1
91642,0,0,1,1
91643,0,0,1,1
91644,1,0,0,1
91645,0,1,0,1
91646,0,0,0,1
91647,0,1,1,0
91648,1,0,0,0
91649,1,1,1,1
91650,0,1,1,1
91651,0,0,1,1
91652,0,0,1,0
91653,0,0,1,1
91654,1,1,0,1
91655,1,0,1,1
91656,1,1,0,1
91657,1,0,0,1
91658,0,0,0,1
91659,1,0,0,1
91660,1,0,1,1
91661,0,0,0,0
91662,0,0,1,1
91663,0,0,0,1
91664,0,0,0,1
91665,0,0,1,1
91666,0,0,1,1
91667,1,0,0,1
91668,0,1,0,0
91669,1,0,1,1
91670,0,0,0,0
91671,1,0,0,1
91672,0,0,1,1
91673,0,1,1,1
91674,1,0,0,0
91675,1,1,0,0
91676,1,0,1,1
91677,1,0,1,1
91678,0,1,1,1
91679,1,0,1,1
91680,1,0,1,1
91681,0,1,0,0
91682,0,1,0,0
91683,1,1,0,1
91684,1,1,0,0
91685,1,1,0,1
91686,1,1,0,1
91687,0,0,1,1
91688,1,1,0,0
91689,1,1,1,1
91690,1,1,1,1
91691,0,1,1,1
91692,0,0,0,1
91693,0,1,0,0
91694,1,0,1,1
91695,0,0,1,1
91696,0,0,0,1
91697,1,1,1,1
91698,1,0,1,1
91699,1,0,1,1
91700,0,1,1,0
91701,1,1,0,0
91702,0,1,0,0
91703,0,1,0,1
91704,1,1,0,1
91705,0,0,0,1
91706,0,1,0,0
91707,1,1,1,1
91708,0,0,0,1
91709,1,0,0,1
91710,1,1,0,0
91711,1,1,0,1
91712,0,1,1,1
91713,0,0,1,1
91714,0,1,1,1
91715,0,1,1,1
91716,0,0,1,1
91717,0,0,1,0
91718,0,1,1,1
91719,1,1,0,1
91720,1,0,0,0
91721,1,0,1,1
91722,1,1,0,0
91723,1,1,1,1
91724,1,0,1,0
91725,1,0,1,1
91726,0,0,1,1
91727,0,1,0,0
91728,1,1,1,1
91729,1,0,1,1
91730,1,1,0,1
91731,0,1,0,1
91732,0,1,1,1
91733,1,1,1,1
91734,0,0,0,1
91735,0,1,0,1
91736,0,0,1,1
91737,1,0,1,1
91738,1,0,1,1
91739,0,0,1,0
91740,0,0,1,1
91741,1,0,1,1
91742,0,0,0,0
91743,0,1,1,1
91744,1,1,1,1
91745,0,1,0,0
91746,0,1,0,0
91747,1,1,1,1
91748,0,1,1,1
91749,0,0,1,1
91750,0,1,0,0
91751,0,0,0,1
91752,1,1,0,1
91753,0,0,1,1
91754,1,0,1,1
91755,1,1,0,1
91756,1,0,1,1
91757,0,0,1,1
91758,1,0,1,1
91759,1,0,1,1
91760,0,0,0,1
91761,0,1,1,0
91762,0,0,0,1
91763,1,0,0,1
91764,0,1,0,0
91765,1,0,1,1
91766,1,1,1,1
91767,0,1,1,1
91768,0,0,1,1
91769,0,0,1,1
91770,0,0,1,1
91771,0,1,1,1
91772,0,0,0,1
91773,1,1,1,1
91774,1,1,1,1
91775,0,0,0,1
91776,1,1,1,1
91777,0,1,0,0
91778,0,0,0,1
91779,1,0,1,1
91780,0,1,1,1
91781,0,1,0,0
91782,0,0,1,1
91783,1,1,1,1
91784,1,1,0,1
